0.572994	0.675731
0.425554	0.00142816
0.417081	0.140935
0.433392	0.404838
0.411989	0.981506
0.00896887	0.423827
0.450336	0.715243
0.848601	0.415968
0.684229	0.147854
0.12233	0.237916
0.767528	0.731296
0.391009	0.727798
0.634617	0.435313
0.362544	0.655219
0.709927	0.599109
0.852221	0.841947
0.956451	0.187436
0.949681	0.227783
0.800546	0.843073
0.998433	0.506259
0.23426	0.0725147
0.961489	0.339382
0.609412	0.651013
0.464832	0.445616
0.0381567	0.247361
0.0102922	0.89772
0.49507	0.990077
0.917576	0.808886
0.432873	0.252481
0.866656	0.537498
0.520439	0.944905
0.345929	0.449828
0.0186878	0.308526
0.708938	0.496024
0.245726	0.500952
0.950312	0.626859
0.907597	0.889502
0.462161	0.833926
0.101093	0.487507
0.591805	0.768776
0.919365	0.119833
0.539196	0.699611
0.984939	0.384515
0.114339	0.30625
0.00241957	0.19867
0.80343	0.0920357
0.346139	0.0153325
0.799413	0.5006
0.612787	0.0803453
0.555858	0.853723
0.237765	0.850157
0.922834	0.311743
0.957711	0.754545
0.954881	0.0125499
0.688925	0.982488
0.00731927	0.266416
0.678924	0.19674
0.0653542	0.688714
0.152472	0.227185
0.645861	0.394934
0.719433	0.194798
0.776242	0.428321
0.424649	0.768859
0.633635	0.44672
0.0927021	0.338392
0.800136	0.304868
0.570063	0.00940361
0.292094	0.805112
0.00324765	0.230963
0.247412	0.40334
0.733976	0.438781
0.369094	0.739083
0.189383	0.875302
0.0195411	0.217023
0.280178	0.237083
0.788796	0.41642
0.739472	0.766496
0.542357	0.00118351
0.581031	0.668657
0.397415	0.364807
0.9149	0.689498
0.192791	0.524459
0.10269	0.886432
0.449986	0.771454
0.656775	0.837233
0.266726	0.767828
0.0844925	0.206812
0.39847	0.905458
0.782236	0.467143
0.763321	0.536997
0.677668	0.83564
0.400967	0.276382
0.419321	0.74987
0.155166	0.254615
0.958493	0.899062
0.636374	0.371712
0.0655881	0.0751731
0.561272	0.164098
0.185007	0.785121
0.265745	0.345379
